Price,Close,High,Low,Open,Volume
Ticker,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS
Date,,,,,
2010-01-04,134.28289794921875,137.01336803504432,133.72611411747147,137.01336803504432,831170
2010-01-05,138.31846618652344,138.86634637101537,134.7906778446329,135.58799609848165,1231990
2010-01-06,140.11351013183594,140.88854872932316,136.4877415730741,138.53224978576995,1882490
2010-01-07,137.97991943359375,140.6613987226474,136.59910658288572,140.6613987226474,923100
2010-01-08,140.3050537109375,142.98207447068242,138.08683583478373,138.59907419287708,3298080
2010-01-11,140.28280639648438,142.0377901883331,139.40531450056002,141.26275141495273,1032970
2010-01-12,140.02444458007812,141.62798472074178,137.90422101003605,140.2827998881225,1534080
2010-01-13,137.8864288330078,140.18929320240701,136.15372427088252,138.527845022833,934880
2010-01-14,138.92869567871094,140.84404017043644,138.10465290862874,139.86409521249735,1520300
2010-01-15,135.8641357421875,139.64136151505343,135.40980510550636,138.52779403885685,1165560
2010-01-18,135.09356689453125,137.89084808179746,134.51896222326624,135.8552433049543,1561220
2010-01-19,132.37200927734375,136.03342022243987,131.23171710112766,136.03342022243987,852620
2010-01-20,131.25401306152344,133.07580831822585,130.58141377259383,131.85088376034338,1596560
2010-01-21,130.49676513671875,133.07579159703224,129.61927329268698,131.222813412917,1417400
2010-01-22,127.57030487060547,129.17384497517517,124.71957445878982,129.17384497517517,3423490
2010-01-25,128.68386840820312,129.70835875041104,124.71957049333582,128.68386840820312,2196320
2010-01-27,126.5903549194336,128.71503675006858,124.97789781092158,127.92663587807637,2767580
2010-01-28,128.8353271484375,132.73281418553552,125.61934301523497,126.94672063690624,3399690
2010-01-29,131.22723388671875,135.8552266573301,126.50126023174343,126.50126023174343,3314050
2010-02-01,134.20716857910156,135.84635050109205,127.7128479848053,128.83977790991145,2688440
2010-02-02,134.83970642089844,137.01783810016997,132.30076624683548,135.23168448501346,2939510
2010-02-03,133.75729370117188,136.7461054240067,133.36977433956505,135.0534880580548,1224590
2010-02-04,133.55239868164062,134.96440854085094,130.95556472280586,134.69714956764338,5378300
2010-02-05,131.3029327392578,133.6013370291891,129.7083105191201,132.7372078103384,3625520
2010-02-08,134.67486572265625,135.6770765437542,131.05354178081896,133.44994138575876,1833970
2010-02-09,137.40089416503906,138.1714879196867,133.1826991045163,135.23166642479543,1626630
2010-02-10,134.47886657714844,136.83072058250045,133.8953582973245,136.74608836542492,1390320
2010-02-11,135.4409637451172,136.7015159189615,134.5189267792921,135.32068977970926,841350
2010-02-15,136.13140869140625,137.18706859275133,134.16262880277102,135.30736595538463,790530
2010-02-16,137.58798217773438,139.2405128973881,136.0868814461281,136.3140536149117,1686250
2010-02-17,137.34742736816406,139.8640873680586,136.22049752641672,137.4587841256227,1427580
2010-02-18,137.6458282470703,138.8841145978126,136.5768063086387,138.8841145978126,491460
2010-02-19,138.06900024414062,139.3028280736041,135.15590401602347,136.48773991725787,1234270
2010-02-22,136.81736755371094,139.57900697133942,136.40756870686906,139.15140083059222,589910
2010-02-23,139.89968872070312,140.63019543435203,136.74607193532154,136.74607193532154,1664490
2010-02-24,136.0779266357422,140.03331993514772,135.5879542957976,139.50771942200313,1546110
2010-02-25,135.4677734375,137.63700167734794,134.07358415819328,135.40986572787628,1763060
2010-02-26,137.16477966308594,140.66582905697652,134.4298515936439,135.23162828065506,1603740
2010-03-02,138.2115478515625,139.67699289663224,136.40311531621205,137.81511129613503,1616660
2010-03-03,139.1380615234375,140.6213413837421,136.30515168265114,137.36971538671241,2654430
2010-03-04,141.3607177734375,142.09122463807972,138.09574357709297,138.83961270909552,1249950
