Price,Close,High,Low,Open,Volume
Ticker,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS
Date,,,,,
2010-01-04,96.04942321777344,96.49834085203925,95.12326214998302,95.20415174614082,1905762
2010-01-05,97.73188781738281,98.27787601747993,96.18694293526396,96.42556098788343,4657392
2010-01-06,98.9654312133789,99.24853377195835,97.64696670922021,98.04331325340735,4203690
2010-01-07,99.0705795288086,99.88754023087624,97.87345317439325,98.76320934869437,6394536
2010-01-08,98.33448791503906,100.18680275460231,97.87343274112332,99.08673972797429,5678652
2010-01-11,98.3991928100586,99.72574370558593,98.1160903259401,99.51948004474855,5078046
2010-01-12,96.33253479003906,98.44773535329338,96.01302714967605,97.50944408995082,3932952
2010-01-13,96.68439483642578,97.586288420813,95.44682752069306,96.17481177956587,3194178
2010-01-14,99.63272857666016,100.84603557209162,96.82189823543118,97.22228806283593,8584284
2010-01-15,97.85723876953125,100.08972628889828,97.24249861987028,99.6327145453428,8546700
2010-01-18,98.07968139648438,98.92495285248116,97.15757112018112,97.76826793546586,3182250
2010-01-19,96.8056869506836,98.43152077613647,96.09388385944666,98.03517444246579,5830440
2010-01-20,93.92207336425781,98.26166671710477,93.66728190673803,97.21822586529251,8113314
2010-01-21,92.20729064941406,95.17180612576622,91.49143654156661,94.23351486486172,5594190
2010-01-22,90.1487045288086,91.35392471577616,88.97583869947898,91.35392471577616,10479762
2010-01-25,90.67851257324219,91.14361850227728,89.01628799547544,90.68256334774115,3368646
2010-01-27,89.69573974609375,90.41563719218586,89.2023302180702,90.14062143841551,3637746
2010-01-28,89.16594696044922,91.69366776492818,86.95368305825978,90.51271495810592,9457560
2010-01-29,88.68468475341797,90.59362223505251,88.16700741987646,89.06485045822717,4827714
2010-02-01,89.1011962890625,89.68358942975543,87.84340513185697,87.84340513185697,2698374
2010-02-02,89.38835906982422,90.58548502027575,88.32873727728914,89.78470547416752,4362108
2010-02-03,91.7098159790039,92.30029592246228,89.54204455318944,89.82514701328866,3031386
2010-02-04,92.17896270751953,93.42462386536188,91.0222778756257,92.20727369329575,12828696
2010-02-05,87.97686004638672,91.15976823960608,87.44705294490281,90.36707556866637,6177252
2010-02-08,90.4439468383789,90.96566734841075,86.8808647944227,87.75444728389633,4135308
2010-02-09,89.48139953613281,91.30944694396298,89.10527729347854,90.44395848671763,2701572
2010-02-10,87.92430877685547,90.51269435057318,87.74231274263849,89.86559980850315,5141856
2010-02-11,88.99604797363281,91.96864943969145,88.24783969396914,91.96864943969145,3333348
2010-02-15,88.02944946289062,89.43283898430558,87.20844570953103,89.05671684807562,2329152
2010-02-16,89.218505859375,89.78471826284533,87.52797019841398,88.95967098151765,2439060
2010-02-17,88.9515609741211,90.5126787877809,88.58351819460675,90.10824569420524,3398442
2010-02-18,89.25894927978516,89.70382355212627,86.1447923462082,86.1447923462082,3234786
2010-02-19,89.7685546875,90.18916885055022,87.98499897276241,88.56738496566282,3820998
2010-02-22,89.58248901367188,90.59358301927752,89.12547724833912,89.7847092958805,3981498
