Price,Close,High,Low,Open,Volume
Ticker,SBILIFE.NS,SBILIFE.NS,SBILIFE.NS,SBILIFE.NS,SBILIFE.NS
Date,,,,,
2017-10-03,694.6608276367188,726.519710719837,688.9174187577818,721.6107937555138,35367877
2017-10-04,690.8319091796875,697.8025473079911,686.2665924281192,697.2135012408932,3613280
2017-10-05,681.8976440429688,691.7154779790084,673.6015623823547,691.7154779790084,2680742
2017-10-06,684.0575561523438,689.2119187928888,676.448735111539,681.2594975453682,1416485
2017-10-09,685.923095703125,689.7029383711367,681.4559326476233,681.4559326476233,951473
2017-10-10,687.2484130859375,688.4265652073175,682.8794647609443,685.6284464286268,555002
2017-10-11,677.3323974609375,690.1937361423483,673.5034181986499,687.2483859169897,1077409
2017-10-12,675.1724853515625,681.3577090542817,672.5216580723097,678.5105131018795,439314
2017-10-13,677.135986328125,682.3885032646156,667.6126758787243,676.3996488179646,1344510
2017-10-16,657.8930053710938,676.8905493354264,656.8130676447352,673.5033847597732,971834
2017-10-17,660.7894287109375,661.7221350996726,656.813217183503,658.2858925583539,664335
2017-10-18,656.2239990234375,660.5928868852037,652.051419888219,658.7766117015458,415712
2017-10-19,662.802001953125,665.8946438777966,653.9659506521295,653.9659506521295,93358
2017-10-23,653.6712646484375,661.5255305136594,652.885850046574,657.7947662123377,292330
2017-10-24,653.7205200195312,659.2185435778385,650.9224610116555,651.707875827611,350373
2017-10-25,657.6967163085938,661.1820353551385,646.1116243789031,654.8495205109642,583868
2017-10-26,654.7022705078125,657.6967579728207,648.4679695615921,657.6967579728207,242175
2017-10-27,650.1369018554688,653.9167435249341,646.9951833658464,651.1186851382697,396395
2017-10-30,643.068115234375,652.8859490547471,638.061043955306,652.8859490547471,1164020
2017-10-31,650.0386962890625,656.8130250005393,643.8534735091428,643.8534735091428,1402840
2017-11-01,635.2628784179688,652.7386093421521,630.5503305170977,651.9041174984085,859011
2017-11-02,631.0413208007812,641.6936474042915,629.5195684178951,635.2629777067357,574130
2017-11-03,630.5504150390625,641.5954787513076,629.4213401124885,631.335829807272,672547
2017-11-06,644.7862548828125,647.8788965953862,630.943132763291,630.943132763291,483071
2017-11-07,630.6484985351562,646.9952149613912,627.8995171937282,646.9952149613912,763293
2017-11-08,620.0942993164062,637.1773524579407,617.5416867427499,637.1773524579407,843603
2017-11-09,645.9644775390625,658.1876943206731,621.468966784612,621.468966784612,356798
2017-11-10,664.2255249023438,666.8272747939916,643.1662596973358,643.1662596973358,784443
2017-11-13,652.8859252929688,668.3980901799312,650.9223586003583,652.8859252929688,192279
2017-11-14,647.9771118164062,655.5859339627352,642.0864107998934,643.2645629878579,350594
2017-11-15,637.5211791992188,648.0262760747785,632.66139814629,638.2575169252161,269314
2017-11-16,638.06103515625,647.1916084986223,631.0903372859325,636.7846688385614,261879
2017-11-17,647.5352172851562,651.6096422877115,633.3484354377881,641.1045481209768,3200674
2017-11-20,649.400634765625,652.8859538125956,644.5407950044647,645.3262097311577,712433
2017-11-21,674.9270629882812,683.7140370887075,647.9770945703527,647.9770945703527,2077453
2017-11-22,680.5231323242188,686.21746359637,668.7417324825412,676.4487075763193,669175
2017-11-23,654.1622924804688,676.4487884983859,651.9042025586766,676.4487884983859,827451
2017-11-24,643.75537109375,658.2366758777351,643.0681107464599,655.8312946238705,599114
2017-11-27,641.791748046875,650.6277976484658,639.9754130081257,643.6080231623279,239417
2017-11-28,641.54638671875,654.8004628667494,640.1227887774521,641.1045721958225,269211
2017-11-29,644.2462768554688,646.4062123127227,638.9446225443274,642.1354185833858,258606
2017-11-30,642.9699096679688,653.8186031909747,641.9389892602767,653.8186031909747,316178
2017-12-01,643.9517211914062,646.0134422505455,640.3681880059548,646.0134422505455,86648
2017-12-04,649.6951904296875,653.6714013709656,641.153662530046,647.9770694123064,162592
2017-12-05,647.0933837890625,650.0878709534092,641.6444981662897,647.9770127758043,125688
2017-12-06,644.1480102539062,647.976989159166,642.1353664389048,642.1353664389048,210799
2017-12-07,656.2239990234375,657.794828375612,639.1409451828708,643.1662328498796,279051
