Price,Close,High,Low,Open,Volume
Ticker,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS
Date,,,,,
2010-01-04,101.8646011352539,102.97152592917274,101.26997026791403,101.54441743114207,1079040
2010-01-05,105.37751007080078,106.75887527592695,102.2762887212796,102.42265544748287,2112500
2010-01-06,110.60108947753906,111.60738416840705,103.43808929395011,105.93553628934625,5761450
2010-01-07,109.29291534423828,112.71432043117288,108.86295131058016,111.14083800139521,3174260
2010-01-08,109.16483306884766,111.33293930677472,108.53360873148569,109.22886981470454,1220560
2010-01-11,112.87897491455078,116.16316301545707,109.41182668222956,110.3266412982674,5512030
2010-01-12,114.5713882446289,117.46219899591522,112.7692022134132,113.80294726575553,4366170
2010-01-13,118.89848327636719,119.81329809639988,96.05555610343337,112.56796639681687,4475290
2010-01-14,116.94989013671875,121.25867286129015,116.4101528958399,120.27981458064596,3020830
2010-01-15,118.75208282470703,119.29182009688313,116.24549273628946,117.64516495864848,2396195
2010-01-18,118.75208282470703,120.38960880099054,117.379860903536,117.379860903536,2031560
2010-01-19,115.68746185302734,119.62116073009719,115.26664794410259,119.29182689189834,769910
2010-01-20,114.10484313964844,118.01109892455085,113.54680560187919,116.25465633656354,843480
2010-01-21,114.05909729003906,117.99279631975985,112.15628103537888,113.71147021599783,1712055
2010-01-22,112.59539031982422,113.802945394976,107.58220289905346,111.80864915182572,2194355
2010-01-25,110.02474975585938,113.43701131227303,109.50330570884513,113.25405118259425,652660
2010-01-27,107.09733581542969,112.28433248029134,106.13677777550083,110.10707643046175,999240
2010-01-28,107.25286102294922,110.23515855299459,105.20367828709027,108.8903799833904,811325
2010-01-29,108.8995361328125,110.51875498281358,105.20368413101973,106.30145891276806,2203015
2010-02-01,112.33922576904297,112.92470650307408,107.96640650374435,108.86292780368748,642590
2010-02-02,114.388427734375,115.63257625002483,112.55879838541728,113.8029469010671,1877745
2010-02-03,119.81668090820312,120.28511846111624,114.81092728172123,116.09681106877709,2264310
2010-02-04,118.79715728759766,120.82702061392754,116.74893430401991,118.53080210744852,1960870
2010-02-05,116.6754379272461,118.46648531825049,112.51469167468065,113.07496947545675,2513800
2010-02-08,119.238037109375,119.94526229352341,117.3826886976371,119.40335810878474,892700
2010-02-09,117.55718231201172,119.21964901582794,116.83157653653421,119.21964901582794,676620
2010-02-10,117.62149047851562,119.054328534761,117.10713979319729,117.38268880747641,697880
2010-02-11,117.55718231201172,118.4481230819035,116.64788188774317,117.93375844428388,615600
2010-02-15,117.0887680053711,119.77074232181391,115.54570900943656,115.54570900943656,925995
2010-02-16,116.68462371826172,117.82354597190373,116.37233440230237,117.82354597190373,479900
2010-02-17,125.30006408691406,127.99123977159752,117.84195001108033,120.5055581767332,5685510
2010-02-18,122.7374496459961,126.56753960770537,119.40333660821214,119.40333660821214,7141980
2010-02-19,120.376953125,124.89590932819567,119.49521309340359,121.97512620290053,3058535
2010-02-22,119.04513549804688,122.47108908728372,118.19093505005814,121.22194584081885,1931730
2010-02-23,119.22884368896484,120.54228792062277,118.117481815644,118.117481815644,2220280
2010-02-24,117.51126861572266,120.41369187724217,116.83158296131494,118.66855758025072,1295395
2010-02-25,122.66400909423828,123.57330275457251,117.96134353849146,117.96134353849146,6303470
2010-02-26,123.78455352783203,125.0979838113378,121.4424078036373,123.07731429017196,2091610
